index,song,year,artist,genre,lyrics
2661,keep-your-eyes-peeled,2008,the-automatic-automatic,Rock,"This adventure is a one way street
So please keep your eyes on the radar screen, yeah
This adventure is a one way street
Keep your eyes on the radar screen
This adventure is a one way street
So please keep your eyes on the radar screen, yeah
This adventure is a one way street
Keep your eyes on the radar screen
No parking in lanes, no parking in lanes
No parking there, no parking there
No parking in lanes, no parking in lanes
There's no parking there, no parking there
Keep the exits clear, I've got to get away
I've got a job to do, there's no room for mistakes
Keep your eyes peeled
This adventure is a one way street
So please keep your eyes on the radar screen, yeah
This adventure is a one way street
So please keep your eyes on the radar screen
This adventure is a one way street
So please keep your eyes on the radar screen, yeah
This adventure is a one way street
Keep your eyes on the radar screen
Keep the exits clear, I've got to get away
I've got a job to do, there's no room for mistakes
Keep the exits clear, I've got to get away
I've got a job to do, there's no room for mistakes
Keep your eyes peeled
Keep your eyes on the radar screen
Keep your eyes on the radar screen
Keep your eyes on the radar screen
Keep your eyes on the radar screen
Keep your eyes on the radar screen
Keep your eyes on the radar screen
Keep the exits clear, I've got to get away
I've got a job to do, there's no room for mistakes
Keep the exits clear, I've got to get away
I've got a job to do, there's no room for mistakes
Mistakes"
2662,by-my-side,2008,the-automatic-automatic,Rock,"The things that run in my blood
I just gave up so fast
I've got nothing left to give
Secrets don't keep themselves
I'm sick of hiding the answer
From the question here
What did I find in my head had no conviction
And the fire that had gone out
That lit up when the radio signal went out
Is this the end of the world?
I can't tell, it's been like this so long
Is this still you by my side?
I can't decide if you were here at all
Is this the end of the world?
Is this the end of the world?
Let's look back
I can't remember when the last time
Anything I said meant anything
But things change, things change
Things change just as I slipped
Into the gaps between reception bars
And I found myself wanting
Is this the end of the world?
I can't tell, it's been like this so long
Is this still you by my side?
I can't decide if you were here at all
Is this the end of the world?
Is this the end of the world?
Don't look back and set traps
For myself to keep me on track
Don't backtrack, realize that
The best defense is attack
Is this the end of the world?
I can't tell, it's been like this so long
Is this still you by my side?
I can't decide if you were here at all
Is this the end of the world?
Is this the end of the world?"
2663,raoul,2008,the-automatic-automatic,Rock,"Our ambition got cast aside
Thrown away when the batterys died
And you start to comprimise
Just to get to the other side
But its always for the best
And if your not convinced
Then you'll get left behind
I lost interest
It doesnt seem like you mean it
I dont believe that you believe it
And it feels like running with your eyes closed
If you forget what your supposed to be
It doesnt seem like you mean it
I dont believe that you believe it
And it feels like running with your eyes closed
If you forget what your supposed to be
(Lets go see Raoul) Lets make a stand
(Lets go see Raoul) For all the ones who
(Lets go see Raoul) Used to give a damn
(Lets go see Raoul)working all the time
Our ambitions got cast aside
Thrown away when the batterys died
And you start to comprimise
Just to get to the other side
It doesnt seem like you mean it
I dont believe that you believe it
And it feels like running with your eyes closed
If you forget what your supposed to be
It doesnt seem like you mean it
I dont believe that you believe it
And it feels like running with your eyes closed
If you forget what your supposed to be
Lets go see Raoul
Lets go see Raoul
Lets go see Raoul
Lets go see Raoul
(Lets go see Raoul) Lets go see Raoul
(Lets go see Raoul) Lets go see Raoul
(Lets go see Raoul) Lets go see Raoul
(Lets go lets go) Lets go see Raoul
It doesnt seem like you mean it
I dont believe that you believe it
And it feels like running with your eyes closed
If you forget what your supposed to be
It doesnt seem like you mean it
I dont believe that you believe it
And it feels like running with your eyes closed
If you forget what your supposed to be
(Lets go back to work) Lets go back to work x8"
2664,seriously-i-hate-you-guys,2008,the-automatic-automatic,Rock,"Intoxicated by this sound,
Nothing but a fever,
Going round,
Concentrated on the tones,
That we did,
Leaving you at home,
That's the happiest,
You've looked all day.
(X 4)
Fall out, picked up unafraid,
Break down,
The crashing of a page,
Tick-tock explosions in your ear,
Their emotion,
Moved you here,
That's the happiest,
You've looked all day.
(X 4)
That's the happiest,
You've looked all day.
(X 6)"
2665,lost-at-home,2008,the-automatic-automatic,Rock,"Give me a reason not to keep sleeping
When I'm awake I feel like I am dreaming
The world is shrinking, every street's the same thing
I can reach so far but there are people disappearing
How can I pretend to know my own mind?
The more questions I ask, the more I find
I'm lost at home, out of time
The coins I flip land on their side
I'm holding my breath at your end of town
I'm just passing by, not for the first time
If I could rest my head just for a moment
Then I think that I would be fine
Slowly sinking, still thinking
There must be something I am missing
The streetlight, my sunlight
I won't sleep, I'm up all night
Can't stop till I have been used up
If I was not lost for words
Then I'd have nothing to describe
I'm holding my breath at your end of town
I'm just passing by, not for the first time
If I could rest my head just for a moment
Then I think that I would be fine
I'm holding my breath at your end of town
I'm just passing by, not for the first time
If I could rest my head just for a moment
Then I think that I would be fine"
2666,you-shout-you-shout-you-shout-you-shout,2008,the-automatic-automatic,Rock,"Stumbled out into the day youve missed
Watch out, forget what's on your lips
As they peel and blister in the sun
Watch out, forget whats on your lips
Last night, such a shit parade
Half dressed and never was getting paid
Lets dance, shit all else to do
Slip, trip and fall and lose it all
So much trash on the radio today
Keep dancing in the routine way
Keep dancing in the routine way
So much trash on the radio today
Keep dancing in the routine way
Keep dancing in the routine way
Constricted atmosphere, breathlessness
Glitter glass floors, so watch your step
The cracks in the walls that shift and sweat
The room revolves around your head
You got a fever and you cant sweat it out
You shout, you shout, you shout, you shout about
That thing that also make your exit
Life in the room but youre not it
So much trash on the radio today
Keep dancing in the routine way
Keep dancing in the routine way
So much trash on the radio today
Keep dancing in the routine way
Keep dancing in the routine way
This little piggy pushed the tempo
This little piggy stayed at home
This little piggy stole the limelight
This little piggy, he got loud
So much trash on the radio today
Keep dancing in the routine way
Keep dancing in the routine way
So much trash on the radio today
Keep dancing in the routine way
Keep dancing in the routine way
So much trash on the radio today
Keep dancing in the routine way
Keep dancing in the routine way"
2667,rats,2008,the-automatic-automatic,Rock,"Have I become a recluse?
What is it that other people do that doesn't leave a bruise?
He's smirking under his skin
Our divide is steel but paper thin, I'm breaking through
I remember someone say that there's always a rat close by
I remember someone say that there's always a rat close by
And I think it?s time that you made up your mind
Decide who's still on your side?
I'm six feet over my head
The concept of privacy is dead but I'm here alone
If everyone in the room
Could hear themselves sing out of tune then they'd feel like I do
I remember someone say that there's always a rat close by
I remember someone say that there's always a rat close by
And I think it?s time that you made up your mind
Decide who's still on your side?
Have I become a recluse?
What is it that other people do that doesn't leave a bruise?
He's smirking under his skin
Our divide is steel but paper thin, I'm breaking through
I remember someone say that there's always a rat close by
I remember someone say that there's always a rat close by
And I think it?s time that you made up your mind
Decide who's still on your side?"
2668,dice-la-gente,2010,el-arrebato,Pop,
2669,durmiendo-en-tu-ombligo,2010,el-arrebato,Pop,
2670,vamos-a-hablarlo,2010,el-arrebato,Pop,
2671,tu-sonrisa,2010,el-arrebato,Pop,
2672,te-vas-a-equivocar,2010,el-arrebato,Pop,
2673,lady-luna,2010,el-arrebato,Pop,
2674,no-lo-entiendo,2010,el-arrebato,Pop,
2675,antonio-y-victoria,2010,el-arrebato,Pop,
2676,doy-mi-palabra,2010,el-arrebato,Pop,
2677,universo-gris,2010,el-arrebato,Pop,
2678,me-gusta-lo-que-soy,2003,el-arrebato,Pop,
2679,quiero-quererte-querer,2003,el-arrebato,Pop,
2680,por-un-beso-de-tu-boca,2003,el-arrebato,Pop,
2681,nada-sin-ti,2003,el-arrebato,Pop,
2682,un-amor-tan-grande,2003,el-arrebato,Pop,
2683,una-noche-con-arte,2003,el-arrebato,Pop,
2684,completamente-un-incompleto,2003,el-arrebato,Pop,
2685,lejos-de-ti,2014,el-arrebato,Pop,"Lejos de ti yo no puedo estar
PodrÃ­a cometer una barbaridad
Lejos de ti no soy la misma persona
Lejos de ti es lejos de todo
Con la soledad que se sube a mis hombros
Estoy en alta mÃ¡xima
De convertirme en un mÃºsico loco
Y me dan ganas de mudarme de planeta
Donde no existan adoquines con tus huellas
Un lugar donde haya vida sin ti
Porque aquÃ­ no hay manera
Porque aquÃ­ no hay una esquina que no huela a tu perfume
Estas en todas las canciones y en las formas de las nubes
Sube y sube y sube y sube tu presencia en todos lados
Como la temperatura del termÃ³metro en verano
La distancia no funciona debe haberse averiado
Porque estoy lejos de ti
Y te siento aquÃ­ a mi lado, aquÃ­ a mi lado....
Lejos de ti las nubes son negras
Se va la calor y el frÃ­o se queda
Vivo siempre en un lunes
De resaca despuÃ©s de una fiesta
Y me dan ganas de mudarme de planeta
Donde no existan adoquines con tus huellas
Un lugar donde haya vida sin ti
Porque aquÃ­ no hay manera
Por que aquÃ­ no hay una esquina que no huela a tu perfume
Estas en todas las canciones y en las formas de las nubes
Sube y sube y sube y sube tu presencia en todos lados
Como la temperatura del termÃ³metro en verano
La distancia no funciona debe haberse averiado
Por que estoy lejos de ti
Y te siento aquÃ­ a mi lado, aquÃ­ a mi lado....
Y me dan ganas de mudarme de planeta
Donde no existan adoquines con tus huellas
Un lugar donde haya vida sin ti
Porque aquÃ­ no hay manera
Por que aquÃ­ no hay una esquina que no huela a tu perfume
Estas en todas las canciones y en las formas de las nubes
Sube y sube y sube y sube tu presencia en todos lados
Como la temperatura del termÃ³metro en verano
La distancia no funciona debe haberse averiado
Por que estoy lejos de ti
Y te siento aquÃ­ a mi lado, aquÃ­ a mi lado...."
2686,pequedan-eces,2014,el-arrebato,Pop,"Otra vez que todo empieza desde cero,
Otra vez que se me viene el mundo encima,
Otra vez que te despides
Que me dejes, que me olvides,
Otra vez que son montaÃ±as mis defectos.
Otra vez que saltan todas mis alarmas,
Otra vez que se me vuelve a hacer de noche,
Otra vez no entiendo nada, pero busco esa palabra
Que me sirva de soldado en nuestro choque.
Y el amor se agrieta por las dudas, por los celos
Y se cuelan las cenizas, los reproches y los miedos
Y empieza a resquebrajare como un trocito de hielo
Nos culpamos el uno al otro para no volvernos locos
A ver si el otro lo arregla porque queremos salvarnos
Pero no sabemos como.
Y otra vez mi mundo se pone a dar vueltas
Alrededor de las palabras queme gritaste
Nos enfrentamos como fieras en la selva
Llenos de orgullo como aviones kamikazes.
Y otra vez las opiniones de la gente,
Y otra vez viene el pasado a visitarnos
Pero aparece el corazÃ³n que es el que siente
Y lo que siente es tan inmenso que al mirarnos
Esas cosas las convierte en PequeÃ±eces.
Otra vez que el mundo queda en blanco y negro,
Otra vez regresa el nudo a la garganta,
La salida de emergencia, buscar esa sentencia
Que me sirva de guerrero en la batalla.
Y el amor se agrieta por las dudas, por los celos
Y se cuelan las cenizas, los reproches y los miedos
Y empieza a resquebrajare como un trocito de hielo
Nos culpamos uno al otro para no volvernos locos
A ver si el otro lo arregla porque queremos salvarnos
Pero no sabemos como...
Y otra vez mi mundo se pone a dar vueltas
Alrededor de las palabras queme gritaste
Nos enfrentamos como fieras en la selva
Llenos de orgullo como aviones kamikazes
Y otra vez las opiniones de la gente,
Y otra vez viene el pasado a visitarnos
Pero aparece el corazÃ³n que es el que siente
Y lo que siente es tan inmenso que al mirarnos
Esas cosas las convierte en PEQUEÃECES.
Y otra vez mi mundo se pone a dar vueltas
Alrededor de las palabras queme gritaste,
Nos enfrentamos como fieras en la selva
Llenos de orgullo como aviones kamikazes
Y otra vez las opiniones de la gente,
Y otra vez viene el pasado a visitarnos
Pero aparece el corazÃ³n que es el que siente
Y lo que siente es tan inmenso que al mirarnos
Esas cosas las convierte en PequeÃ±eces."
